county,year,group,value
Brantley,2021,Selected Payors Total,11.702127659574469
Brantley,2022,Selected Payors Total,14.516129032258066
Brantley,2023,Selected Payors Total,9.793814432989691
Brantley,2024,Selected Payors Total,12.5
Brooks,2018,All Payors,10.975609756097562
Brooks,2019,All Payors,16.574585635359114
Brooks,2020,All Payors,9.659090909090908
Brooks,2021,All Payors,17.708333333333336
Brooks,2022,All Payors,11.39240506329114
Brooks,2023,All Payors,10
Brooks,2024,All Payors,10.891089108910892
Brooks,2018,Medicaid payors,11.904761904761903
Brooks,2019,Medicaid payors,18.64406779661017
Brooks,2020,Medicaid payors,12.5
Brooks,2021,Medicaid payors,21.21212121212121
Brooks,2022,Medicaid payors,10
Brooks,2023,Medicaid payors,14.414414414414415
Brooks,2024,Medicaid payors,10.16949152542373
Brooks,2018,Private Insurance,-5
Brooks,2019,Private Insurance,13.043478260869565
Brooks,2020,Private Insurance,-5
Brooks,2021,Private Insurance,16.216216216216218
Brooks,2022,Private Insurance,11.363636363636363
Brooks,2023,Private Insurance,-5
Brooks,2024,Private Insurance,12.068965517241379
Brooks,2018,Selected Payors Total,11.76470588235294
Brooks,2019,Selected Payors Total,17.073170731707318
Brooks,2020,Selected Payors Total,10.126582278481013
Brooks,2021,Selected Payors Total,20.118343195266274
Brooks,2022,Selected Payors Total,10.416666666666668
Brooks,2023,Selected Payors Total,11.258278145695364
Brooks,2024,Selected Payors Total,10.795454545454545
Bryan,2018,All Payors,8.704061895551257
Bryan,2019,All Payors,10.30741410488246
Bryan,2020,All Payors,8.89261744966443
Bryan,2021,All Payors,7.939189189189189
Bryan,2022,All Payors,8.056872037914692
Bryan,2023,All Payors,7.094594594594595
Bryan,2024,All Payors,9.929078014184398
Bryan,2018,Medicaid payors,10.606060606060606
Bryan,2019,Medicaid payors,13.291139240506327
Bryan,2020,Medicaid payors,11.219512195121952
Bryan,2021,Medicaid payors,7.602339181286549
Bryan,2022,Medicaid payors,7.453416149068323
Bryan,2023,Medicaid payors,6.493506493506493
Bryan,2024,Medicaid payors,10.852713178294573
Bryan,2018,Private Insurance,7.211538461538461
Bryan,2019,Private Insurance,11.363636363636363
Bryan,2020,Private Insurance,6.25
Bryan,2021,Private Insurance,7.488986784140969
Bryan,2022,Private Insurance,9.363295880149813
Bryan,2023,Private Insurance,6.8181818181818175
Bryan,2024,Private Insurance,10.727969348659004
Bryan,2018,Selected Payors Total,8.529411764705882
Bryan,2019,Selected Payors Total,12.16931216931217
Bryan,2020,Selected Payors Total,8.716707021791766
Bryan,2021,Selected Payors Total,7.537688442211055
Bryan,2022,Selected Payors Total,8.644859813084112
Bryan,2023,Selected Payors Total,6.698564593301436
Bryan,2024,Selected Payors Total,10.76923076923077
Bulloch,2018,All Payors,9.211986681465039
Bulloch,2019,All Payors,8.78754171301446
Bulloch,2020,All Payors,8.208092485549132
Bulloch,2021,All Payors,10.685249709639953
Bulloch,2022,All Payors,12.52847380410023
Bulloch,2023,All Payors,10.154525386313466
Bulloch,2024,All Payors,12.458286985539488
Bulloch,2018,Medicaid payors,11.637931034482758
Bulloch,2019,Medicaid payors,9.692671394799055
Bulloch,2020,Medicaid payors,10.59322033898305
Bulloch,2021,Medicaid payors,14.19068736141907
Bulloch,2022,Medicaid payors,13.777777777777779
Bulloch,2023,Medicaid payors,12.582781456953644
Bulloch,2024,Medicaid payors,15.365853658536585
Bulloch,2018,Private Insurance,6.906077348066299
Bulloch,2019,Private Insurance,7.6923076923076925
Bulloch,2020,Private Insurance,5.357142857142857
Bulloch,2021,Private Insurance,6.547619047619048
Bulloch,2022,Private Insurance,11.76470588235294
Bulloch,2023,Private Insurance,7.6923076923076925
Bulloch,2024,Private Insurance,11.209439528023598
Bulloch,2018,Selected Payors Total,9.564164648910412
Bulloch,2019,Selected Payors Total,8.767471410419315
Bulloch,2020,Selected Payors Total,8.415841584158416
Bulloch,2021,Selected Payors Total,10.927573062261754
Bulloch,2022,Selected Payors Total,12.887236679058239
Bulloch,2023,Selected Payors Total,10.638297872340425
Bulloch,2024,Selected Payors Total,13.484646194926569
Burke,2018,All Payors,12.171052631578947
Burke,2019,All Payors,12.956810631229235
Burke,2020,All Payors,10.211267605633804
Burke,2021,All Payors,10.218978102189782
Burke,2022,All Payors,12.457912457912458
Burke,2023,All Payors,9.293680297397769
Burke,2024,All Payors,11.498257839721255
Burke,2018,Medicaid payors,15.348837209302326
Burke,2019,Medicaid payors,12.264150943396226
Burke,2020,Medicaid payors,13.020833333333334
Burke,2021,Medicaid payors,12.994350282485875
Burke,2022,Medicaid payors,16.666666666666664
Burke,2023,Medicaid payors,10.16042780748663
Burke,2024,Medicaid payors,13.793103448275861
Burke,2018,Private Insurance,-5
Burke,2019,Private Insurance,15.942028985507244
Burke,2020,Private Insurance,-5
Burke,2021,Private Insurance,-5
Burke,2022,Private Insurance,-5
Burke,2023,Private Insurance,-5
Burke,2024,Private Insurance,9.63855421686747
Burke,2018,Selected Payors Total,12.847222222222221
Burke,2019,Selected Payors Total,13.167259786476867
Burke,2020,Selected Payors Total,10.116731517509727
Burke,2021,Selected Payors Total,10.843373493975903
Burke,2022,Selected Payors Total,13.090909090909092
Burke,2023,Selected Payors Total,9.34959349593496
Burke,2024,Selected Payors Total,12.45136186770428
Butts,2018,All Payors,11.11111111111111
Butts,2019,All Payors,10.984848484848484
Butts,2020,All Payors,11.450381679389313
Butts,2021,All Payors,10.902255639097744
Butts,2022,All Payors,12.014134275618375
Butts,2023,All Payors,10
Butts,2024,All Payors,12.676056338028168
Butts,2018,Medicaid payors,11.688311688311687
Butts,2019,Medicaid payors,10.843373493975903
Butts,2020,Medicaid payors,11.612903225806452
Butts,2021,Medicaid payors,11.409395973154362
Butts,2022,Medicaid payors,17.307692307692307
Butts,2023,Medicaid payors,11.71875
Butts,2024,Medicaid payors,17.77777777777778
Butts,2018,Private Insurance,9.615384615384617
Butts,2019,Private Insurance,8.433734939759036
Butts,2020,Private Insurance,11.11111111111111
Butts,2021,Private Insurance,9.090909090909092
Butts,2022,Private Insurance,5.660377358490567
Butts,2023,Private Insurance,8.108108108108109
Butts,2024,Private Insurance,8.799999999999999
Butts,2018,Selected Payors Total,10.852713178294573
Butts,2019,Selected Payors Total,10.040160642570282
