county,year,value
Mitchell,2020,15.294117647058824
Mitchell,2021,10.619469026548673
Mitchell,2022,16.883116883116884
Mitchell,2023,13.247863247863249
Mitchell,2024,12.162162162162163
Monroe,2018,13.571428571428571
Monroe,2019,11.583011583011583
Monroe,2020,10.830324909747292
Monroe,2021,12.355212355212355
Monroe,2022,10.891089108910892
Monroe,2023,14.788732394366196
Monroe,2024,13.240418118466899
Montgomery,2018,17
Montgomery,2019,10.526315789473683
Montgomery,2020,13.793103448275861
Montgomery,2021,14.516129032258066
Montgomery,2022,12.087912087912088
Montgomery,2023,8.653846153846153
Montgomery,2024,16.51376146788991
Morgan,2018,10.294117647058822
Morgan,2019,7.389162561576355
Morgan,2020,7.547169811320755
Morgan,2021,10.714285714285714
Morgan,2022,9.45945945945946
Morgan,2023,12.037037037037036
Morgan,2024,10.36036036036036
Murray,2018,9.221311475409836
Murray,2019,8.71369294605809
Murray,2020,10.047846889952153
Murray,2021,11.206896551724139
Murray,2022,12.5
Murray,2023,13.223140495867769
Murray,2024,13.963039014373715
Muscogee,2018,13.58288770053476
Muscogee,2019,14.435981138919116
Muscogee,2020,13.468501086169443
Muscogee,2021,15.318673127096533
