county,year,group,value
Brooks,2022,All Payors,25.477707006369428
Brooks,2023,All Payors,24.705882352941178
Brooks,2024,All Payors,33.83084577114428
Brooks,2018,Medicaid payors,22.400000000000002
Brooks,2019,Medicaid payors,28.8135593220339
Brooks,2020,Medicaid payors,26.923076923076923
Brooks,2021,Medicaid payors,22.900763358778626
Brooks,2022,Medicaid payors,30
Brooks,2023,Medicaid payors,26.126126126126124
Brooks,2024,Medicaid payors,33.89830508474576
Brooks,2018,Private Insurance,-5
Brooks,2019,Private Insurance,-5
Brooks,2020,Private Insurance,-5
Brooks,2021,Private Insurance,22.22222222222222
Brooks,2022,Private Insurance,-5
Brooks,2023,Private Insurance,-5
Brooks,2024,Private Insurance,15.517241379310345
Brooks,2018,Selected Payors Total,19.736842105263158
Brooks,2019,Selected Payors Total,23.170731707317074
Brooks,2020,Selected Payors Total,20.253164556962027
Brooks,2021,Selected Payors Total,22.75449101796407
Brooks,2022,Selected Payors Total,21.678321678321677
Brooks,2023,Selected Payors Total,19.867549668874172
Brooks,2024,Selected Payors Total,27.84090909090909
Bryan,2018,All Payors,14.84375
Bryan,2019,All Payors,16.360294117647058
Bryan,2020,All Payors,18.855218855218855
Bryan,2021,All Payors,15.619694397283531
Bryan,2022,All Payors,12.88244766505636
Bryan,2023,All Payors,13.986013986013987
Bryan,2024,All Payors,21.518987341772153
Bryan,2018,Medicaid payors,28.78787878787879
Bryan,2019,Medicaid payors,26.282051282051285
Bryan,2020,Medicaid payors,29.268292682926827
Bryan,2021,Medicaid payors,28.823529411764703
Bryan,2022,Medicaid payors,20.51282051282051
Bryan,2023,Medicaid payors,19.727891156462583
Bryan,2024,Medicaid payors,28.799999999999997
Bryan,2018,Private Insurance,9.75609756097561
Bryan,2019,Private Insurance,13.302752293577983
Bryan,2020,Private Insurance,13.526570048309178
Bryan,2021,Private Insurance,9.734513274336283
Bryan,2022,Private Insurance,9.125475285171103
Bryan,2023,Private Insurance,10.15625
Bryan,2024,Private Insurance,21.011673151750973
Bryan,2018,Selected Payors Total,17.210682492581604
Bryan,2019,Selected Payors Total,18.71657754010695
Bryan,2020,Selected Payors Total,21.35922330097087
Bryan,2021,Selected Payors Total,17.929292929292927
Bryan,2022,Selected Payors Total,13.365155131264917
Bryan,2023,Selected Payors Total,13.647642679900745
Bryan,2024,Selected Payors Total,23.56020942408377
Bulloch,2018,All Payors,14.891179839633448
Bulloch,2019,All Payors,13.302752293577983
Bulloch,2020,All Payors,18.203309692671397
Bulloch,2021,All Payors,18.386714116251483
Bulloch,2022,All Payors,14.169570267131244
Bulloch,2023,All Payors,13.19052987598647
Bulloch,2024,All Payors,18.087557603686637
Bulloch,2018,Medicaid payors,19.11111111111111
Bulloch,2019,Medicaid payors,17.980295566502463
Bulloch,2020,Medicaid payors,22.975929978118163
Bulloch,2021,Medicaid payors,24.43438914027149
Bulloch,2022,Medicaid payors,19.908466819221967
Bulloch,2023,Medicaid payors,17.194570135746606
Bulloch,2024,Medicaid payors,22.506393861892583
Bulloch,2018,Private Insurance,5.413105413105413
Bulloch,2019,Private Insurance,7.887323943661972
Bulloch,2020,Private Insurance,10.778443113772456
Bulloch,2021,Private Insurance,8.108108108108109
Bulloch,2022,Private Insurance,5.932203389830509
Bulloch,2023,Private Insurance,6.8493150684931505
Bulloch,2024,Private Insurance,13.293051359516618
Bulloch,2018,Selected Payors Total,13.108614232209737
Bulloch,2019,Selected Payors Total,13.272010512483574
Bulloch,2020,Selected Payors Total,17.825537294563844
Bulloch,2021,Selected Payors Total,17.419354838709676
Bulloch,2022,Selected Payors Total,13.653603034134006
Bulloch,2023,Selected Payors Total,13.079019073569482
Bulloch,2024,Selected Payors Total,18.282548476454295
Burke,2018,All Payors,15.120274914089347
Burke,2019,All Payors,17.314487632508836
Burke,2020,All Payors,11.678832116788321
Burke,2021,All Payors,16.911764705882355
Burke,2022,All Payors,15.306122448979592
Burke,2023,All Payors,13.157894736842104
Burke,2024,All Payors,26.881720430107524
Burke,2018,Medicaid payors,17.647058823529413
Burke,2019,Medicaid payors,18.81188118811881
Burke,2020,Medicaid payors,12.432432432432433
Burke,2021,Medicaid payors,21.59090909090909
Burke,2022,Medicaid payors,17.801047120418847
Burke,2023,Medicaid payors,16.216216216216218
Burke,2024,Medicaid payors,30.357142857142854
Burke,2018,Private Insurance,-5
Burke,2019,Private Insurance,11.475409836065573
Burke,2020,Private Insurance,-5
Burke,2021,Private Insurance,-5
Burke,2022,Private Insurance,6.172839506172839
Burke,2023,Private Insurance,-5
Burke,2024,Private Insurance,18.51851851851852
Burke,2018,Selected Payors Total,14.492753623188406
Burke,2019,Selected Payors Total,17.110266159695815
Burke,2020,Selected Payors Total,10.887096774193548
Burke,2021,Selected Payors Total,16.599190283400812
Burke,2022,Selected Payors Total,14.338235294117647
Burke,2023,Selected Payors Total,13.114754098360656
Burke,2024,Selected Payors Total,26.506024096385545
Butts,2018,All Payors,22.66187050359712
Butts,2019,All Payors,17.24137931034483
Butts,2020,All Payors,16.153846153846153
Butts,2021,All Payors,12.878787878787879
Butts,2022,All Payors,14.695340501792115
Butts,2023,All Payors,16.260162601626014
Butts,2024,All Payors,21.942446043165468
Butts,2018,Medicaid payors,30.718954248366014
Butts,2019,Medicaid payors,21.341463414634145
Butts,2020,Medicaid payors,20.915032679738562
Butts,2021,Medicaid payors,17.006802721088434
Butts,2022,Medicaid payors,14.193548387096774
Butts,2023,Medicaid payors,25.984251968503933
Butts,2024,Medicaid payors,25.384615384615383
Butts,2018,Private Insurance,8.653846153846153
Butts,2019,Private Insurance,9.63855421686747
Butts,2020,Private Insurance,10
Butts,2021,Private Insurance,5.05050505050505
Butts,2022,Private Insurance,11.538461538461538
Butts,2023,Private Insurance,4.587155963302752
Butts,2024,Private Insurance,12.903225806451612
Butts,2018,Selected Payors Total,21.78988326848249
Butts,2019,Selected Payors Total,17.408906882591094
Butts,2020,Selected Payors Total,16.872427983539097
Butts,2021,Selected Payors Total,12.195121951219512
Butts,2022,Selected Payors Total,13.127413127413126
Butts,2023,Selected Payors Total,16.101694915254235
Butts,2024,Selected Payors Total,19.291338582677163
Calhoun,2018,All Payors,22.916666666666664
Calhoun,2019,All Payors,32
Calhoun,2020,All Payors,21.568627450980394
Calhoun,2021,All Payors,22.58064516129032
Calhoun,2022,All Payors,21.428571428571427
Calhoun,2023,All Payors,20.833333333333336
Calhoun,2024,All Payors,39.473684210526315
Calhoun,2018,Medicaid payors,26.923076923076923
Calhoun,2019,Medicaid payors,26.47058823529412
Calhoun,2020,Medicaid payors,27.27272727272727
Calhoun,2021,Medicaid payors,26.31578947368421
Calhoun,2022,Medicaid payors,26.923076923076923
Calhoun,2023,Medicaid payors,28.57142857142857
Calhoun,2024,Medicaid payors,48
Calhoun,2018,Private Insurance,-5
Calhoun,2019,Private Insurance,-5
Calhoun,2020,Private Insurance,-5
Calhoun,2021,Private Insurance,-5
Calhoun,2022,Private Insurance,-5
Calhoun,2023,Private Insurance,0
Calhoun,2024,Private Insurance,-5
Calhoun,2018,Selected Payors Total,21.951219512195124
Calhoun,2019,Selected Payors Total,26.08695652173913
Calhoun,2020,Selected Payors Total,22.916666666666664
Calhoun,2021,Selected Payors Total,24.137931034482758
Calhoun,2022,Selected Payors Total,21.951219512195124
Calhoun,2023,Selected Payors Total,21.27659574468085
Calhoun,2024,Selected Payors Total,37.83783783783784
Camden,2018,All Payors,26.264044943820224
Camden,2019,All Payors,23.783031988873436
Camden,2020,All Payors,22.127659574468083
Camden,2021,All Payors,20.434782608695652
Camden,2022,All Payors,25.30612244897959
Camden,2023,All Payors,19.11111111111111
Camden,2024,All Payors,29.908256880733948
Camden,2018,Medicaid payors,31.25
Camden,2019,Medicaid payors,33.984375
Camden,2020,Medicaid payors,30.038022813688215
Camden,2021,Medicaid payors,24.267782426778243
Camden,2022,Medicaid payors,28.169014084507044
Camden,2023,Medicaid payors,24.257425742574256
Camden,2024,Medicaid payors,34.23913043478261
Camden,2018,Private Insurance,20.610687022900763
Camden,2019,Private Insurance,16.176470588235293
Camden,2020,Private Insurance,14.393939393939394
Camden,2021,Private Insurance,22.818791946308725
Camden,2022,Private Insurance,20
Camden,2023,Private Insurance,11.11111111111111
Camden,2024,Private Insurance,23.125
Camden,2018,Selected Payors Total,27.791563275434246
Camden,2019,Selected Payors Total,27.806122448979593
Camden,2020,Selected Payors Total,24.81012658227848
Camden,2021,Selected Payors Total,23.711340206185564
Camden,2022,Selected Payors Total,24.371859296482413
Camden,2023,Selected Payors Total,18.40659340659341
Camden,2024,Selected Payors Total,29.069767441860467
Candler,2018,All Payors,19.834710743801654
Candler,2019,All Payors,16.030534351145036
Candler,2020,All Payors,16.176470588235293
Candler,2021,All Payors,26
