county,year,value
Paulding,2021,12.506130456105936
Paulding,2022,14.903620122237893
Paulding,2023,14.637681159420291
Paulding,2024,19.397180359747203
Peach,2018,12.244897959183673
Peach,2019,12.5
Peach,2020,11.67192429022082
Peach,2021,17.77777777777778
Peach,2022,19.11764705882353
Peach,2023,17.586206896551722
Peach,2024,21.70818505338078
Pickens,2018,15.100671140939598
Pickens,2019,18.566775244299674
Pickens,2020,20.78853046594982
Pickens,2021,28.671328671328673
Pickens,2022,13.707165109034266
Pickens,2023,9.171597633136095
Pickens,2024,10.031347962382444
Pierce,2018,16.10486891385768
Pierce,2019,14.285714285714285
Pierce,2020,26.69683257918552
Pierce,2021,18.143459915611814
Pierce,2022,16.602316602316602
Pierce,2023,17.535545023696685
Pierce,2024,19.396551724137932
Pike,2018,9.5
Pike,2019,13.19796954314721
Pike,2020,6.763285024154589
Pike,2021,10.382513661202186
Pike,2022,8.108108108108109
Pike,2023,10
Pike,2024,11.627906976744185
Polk,2018,27.075812274368232
Polk,2019,26.454033771106943
Polk,2020,21.73913043478261
Polk,2021,18.35564053537285
Polk,2022,23.471074380165287
Polk,2023,21.331058020477816
Polk,2024,27.256637168141594
Pulaski,2018,22.22222222222222
Pulaski,2019,16.3265306122449
Pulaski,2020,12.244897959183673
Pulaski,2021,17.391304347826086
Pulaski,2022,14.130434782608695
Pulaski,2023,24.390243902439025
Pulaski,2024,18.181818181818183
Putnam,2018,21.610169491525426
Putnam,2019,23.376623376623375
Putnam,2020,18.974358974358974
Putnam,2021,13.91304347826087
Putnam,2022,18.181818181818183
Putnam,2023,19.724770642201836
Putnam,2024,22.844827586206897
Quitman,2018,26.31578947368421
Quitman,2019,-5
Quitman,2020,30.434782608695656
Quitman,2021,22.727272727272727
Quitman,2022,36.84210526315789
Quitman,2023,-5
Quitman,2024,-5
Rabun,2018,19.148936170212767
Rabun,2019,14.838709677419354
Rabun,2020,10.778443113772456
Rabun,2021,15.037593984962406
Rabun,2022,10.429447852760736
Rabun,2023,20.18348623853211
Rabun,2024,12.676056338028168
Randolph,2018,40
Randolph,2019,20.3125
Randolph,2020,15.942028985507244
Randolph,2021,14.285714285714285
Randolph,2022,31.372549019607842
Randolph,2023,23.076923076923077
Randolph,2024,30
Richmond,2018,19.66374269005848
Richmond,2019,17.33385153517295
Richmond,2020,17.798594847775178
Richmond,2021,15.464712688006172
Richmond,2022,15.736040609137056
Richmond,2023,16.530532866588878
Richmond,2024,34.837688044338876
Rockdale,2018,25.74585635359116
Rockdale,2019,24.858757062146893
Rockdale,2020,25.21097046413502
Rockdale,2021,21.653971708378673
Rockdale,2022,18.958333333333332
Rockdale,2023,27.038626609442062
Rockdale,2024,26.115342763873777
Schley,2018,21.27659574468085
Schley,2019,17.307692307692307
Schley,2020,-5
Schley,2021,-5
Schley,2022,15.909090909090908
Schley,2023,-5
Schley,2024,17.02127659574468
Screven,2018,16.574585635359114
Screven,2019,18.125
Screven,2020,16.27906976744186
Screven,2021,15.54054054054054
Screven,2022,16.55629139072848
Screven,2023,16.071428571428573
Screven,2024,20.606060606060606
Seminole,2018,17.073170731707318
Seminole,2019,24.731182795698924
Seminole,2020,13.333333333333334
Seminole,2021,14.893617021276595
Seminole,2022,15.66265060240964
Seminole,2023,31.57894736842105
Seminole,2024,19.318181818181817
Spalding,2018,20.33898305084746
Spalding,2019,23.006833712984054
Spalding,2020,19.617224880382775
Spalding,2021,17.908653846153847
Spalding,2022,17.72151898734177
Spalding,2023,17.374517374517374
Spalding,2024,24.155844155844157
Stephens,2018,16.93290734824281
Stephens,2019,17.346938775510203
Stephens,2020,15.517241379310345
Stephens,2021,16.363636363636363
Stephens,2022,15.807560137457044
Stephens,2023,16.785714285714285
Stephens,2024,19.141914191419144
Stewart,2018,21.21212121212121
